City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
227,Sakakah,SA,2021-06-22 03:40:33,29.9697,40.2064,78.37,28,0,7.47,clear sky,0,0
228,Kadoma,JP,2021-06-22 03:40:33,34.7333,135.5833,83.17,58,75,1.14,broken clouds,0,0
229,Oskaloosa,US,2021-06-22 03:40:34,41.2964,-92.6444,61.52,58,1,3.44,clear sky,0,0
230,Chokurdakh,RU,2021-06-22 03:37:58,70.6333,147.9167,75.49,24,0,11.88,clear sky,0,0
231,Shache,CN,2021-06-22 03:40:34,38.4167,77.2406,82.78,12,22,16.69,few clouds,0,0
232,Turayf,SA,2021-06-22 03:40:34,31.6725,38.6637,68.25,56,0,4.61,clear sky,0,0
233,Viransehir,TR,2021-06-22 03:40:35,37.2353,39.7631,80.2,21,0,5.97,clear sky,0,0
234,Vanavara,RU,2021-06-22 03:38:55,60.34,102.2797,58.73,67,100,7.7,overcast clouds,0,0
235,Jogindarnagar,IN,2021-06-22 03:40:35,31.9833,76.7667,83.71,48,0,4.85,clear sky,0,0
236,Goulburn,AU,2021-06-22 03:40:35,-34.75,149.7167,57.15,57,4,7.92,clear sky,0,0
237,Dibulla,CO,2021-06-22 03:40:35,11.2725,-73.3091,78.28,81,88,11.83,overcast clouds,0,0
238,Makakilo City,US,2021-06-22 03:39:27,21.3469,-158.0858,82.72,52,20,11.5,light rain,0,0
239,Lavrentiya,RU,2021-06-22 03:38:25,65.5833,-171.0,49.06,69,98,2.15,overcast clouds,0,0
240,Cruzilia,BR,2021-06-22 03:40:36,-21.8386,-44.8083,52.0,67,35,2.68,scattered clouds,0,0
241,Ocampo,MX,2021-06-22 03:39:36,21.65,-101.5,67.05,62,100,7.43,overcast clouds,0,0
242,Rumoi,JP,2021-06-22 03:40:36,43.9344,141.6428,68.95,61,1,5.44,clear sky,0,0
243,Inhambane,MZ,2021-06-22 03:38:29,-23.865,35.3833,64.38,100,40,4.61,light rain,0,0
244,Rybinsk,RU,2021-06-22 03:40:37,58.0446,38.8426,72.27,78,93,3.91,overcast clouds,0,0
245,Guarda,PT,2021-06-22 03:40:37,40.5373,-7.2658,44.24,96,1,3.04,clear sky,0,0
246,Rabo De Peixe,PT,2021-06-22 03:39:06,37.8,-25.5833,62.11,67,75,3.44,broken clouds,0,0
247,Berberati,CF,2021-06-22 03:40:37,4.2612,15.7922,65.5,98,99,2.59,overcast clouds,0,0
248,Dwarka,IN,2021-06-22 03:40:37,22.2394,68.9678,85.37,65,90,15.7,overcast clouds,0,0
249,Mae Hong Son,TH,2021-06-22 03:40:38,19.3003,97.9685,82.54,74,75,2.3,broken clouds,0,0
250,Husavik,IS,2021-06-22 03:39:11,66.0449,-17.3389,49.91,83,100,11.34,overcast clouds,0,0
251,Chateauroux,FR,2021-06-22 03:40:38,46.8167,1.7,55.4,94,62,3.44,broken clouds,0,0
252,Abha,SA,2021-06-22 03:40:38,18.2164,42.5053,66.45,12,0,0.0,clear sky,0,0
253,Antalaha,MG,2021-06-22 03:40:39,-14.9003,50.2788,67.93,82,94,8.68,light rain,0,0
254,Eyl,SO,2021-06-22 03:40:39,7.9803,49.8164,79.07,65,47,20.98,scattered clouds,0,0
255,Evensk,RU,2021-06-22 03:39:26,61.95,159.2333,63.09,54,96,5.12,overcast clouds,0,0
256,Tual,ID,2021-06-22 03:40:39,-5.6667,132.75,81.57,75,52,10.04,broken clouds,0,0
257,Surt,LY,2021-06-22 03:37:30,31.2089,16.5887,80.8,39,0,9.53,clear sky,0,0
258,Las Palmas,ES,2021-06-22 03:40:39,28.4204,-14.0131,63.39,72,18,10.36,few clouds,0,0
259,Sorkjosen,NO,2021-06-22 03:40:40,69.8,20.9333,51.91,93,97,2.84,overcast clouds,0,0
260,Namatanai,PG,2021-06-22 03:39:20,-3.6667,152.4333,84.13,71,84,8.43,light rain,0,0
261,Awbari,LY,2021-06-22 03:40:40,26.5921,12.7805,83.23,21,0,12.75,clear sky,0,0
262,Cockburn Town,TC,2021-06-22 03:38:42,21.4612,-71.1419,80.98,83,99,21.52,overcast clouds,0,0
263,San Cristobal,VE,2021-06-22 03:40:40,7.7669,-72.225,64.42,92,51,2.66,broken clouds,0,0
264,Sola,VU,2021-06-22 03:38:25,-13.8833,167.55,84.87,74,40,5.75,scattered clouds,0,0
265,Fort Morgan,US,2021-06-22 03:40:41,40.2503,-103.8,65.8,59,1,8.05,clear sky,0,0
266,Shatrovo,RU,2021-06-22 03:40:41,56.5167,64.6333,55.42,72,100,2.71,overcast clouds,0,0
267,Rawson,AR,2021-06-22 03:40:41,-43.3002,-65.1023,48.61,67,83,10.16,broken clouds,0,0
268,Sibolga,ID,2021-06-22 03:40:41,1.7427,98.7792,73.49,96,100,2.3,light rain,0,0
269,Melton Mowbray,GB,2021-06-22 03:40:42,52.7659,-0.8869,50.52,71,100,10.02,overcast clouds,0,0
270,Kununurra,AU,2021-06-22 03:38:41,-15.7667,128.7333,85.98,39,1,10.36,clear sky,0,0
271,Constantine,DZ,2021-06-22 03:40:42,36.365,6.6147,67.41,55,0,4.61,clear sky,0,0
272,Puerto Escondido,MX,2021-06-22 03:40:42,15.85,-97.0667,82.63,80,100,2.28,overcast clouds,0,0
273,South Bradenton,US,2021-06-22 03:40:43,27.4631,-82.5818,82.99,70,20,5.99,few clouds,0,0
274,Samfya,ZM,2021-06-22 03:40:43,-11.3649,29.5565,50.85,88,3,5.68,clear sky,0,0
275,Moron,AR,2021-06-22 03:40:43,-34.6534,-58.6198,53.98,93,67,3.13,broken clouds,0,0
276,Kladovo,RS,2021-06-22 03:40:44,44.6067,22.6119,68.11,92,97,0.36,overcast clouds,0,0
277,Hamilton,US,2021-06-22 03:35:58,39.1834,-84.5333,66.4,93,75,6.91,broken clouds,0,0
278,Buala,SB,2021-06-22 03:38:46,-8.145,159.5921,85.59,67,100,6.53,light rain,0,0
279,Kaohsiung,TW,2021-06-22 03:40:44,22.6163,120.3133,84.15,84,75,4.0,broken clouds,0,0
280,Barranca,PE,2021-06-22 03:40:44,-10.75,-77.7667,64.58,81,99,6.26,overcast clouds,0,0
281,Benguela,AO,2021-06-22 03:40:45,-12.5763,13.4055,69.26,76,35,3.02,scattered clouds,0,0
282,Ola,RU,2021-06-22 03:40:45,59.5833,151.2833,54.34,67,78,10.29,broken clouds,0,0
283,Camacha,PT,2021-06-22 03:37:47,33.0833,-16.3333,65.53,77,75,10.36,broken clouds,0,0
284,Altay,CN,2021-06-22 03:40:45,47.8667,88.1167,68.45,33,94,6.38,moderate rain,0,0
285,Kungurtug,RU,2021-06-22 03:40:46,50.5994,97.5228,62.33,39,100,3.87,overcast clouds,0,0
286,Sychevka,RU,2021-06-22 03:40:46,55.8252,34.2736,70.18,88,29,6.35,scattered clouds,0,0
287,Iqaluit,CA,2021-06-22 03:35:59,63.7506,-68.5145,33.53,86,90,25.01,overcast clouds,0,0
288,Chara,RU,2021-06-22 03:40:46,56.9064,118.2631,77.72,37,6,2.57,clear sky,0,0
289,Karratha,AU,2021-06-22 03:37:55,-20.7377,116.8463,66.63,36,50,11.25,scattered clouds,0,0
290,Weihe,CN,2021-06-22 03:40:46,32.9952,105.3247,80.92,44,95,6.08,overcast clouds,0,0
291,Yeniseysk,RU,2021-06-22 03:40:47,58.4497,92.1703,63.36,54,69,7.58,broken clouds,0,0
292,Geraldton,AU,2021-06-22 03:38:42,-28.7667,114.6,55.81,67,40,8.05,scattered clouds,0,0
293,Tabou,CI,2021-06-22 03:40:47,4.423,-7.3528,76.66,87,97,4.88,light rain,0,0
294,San Giljan,MT,2021-06-22 03:40:47,35.9184,14.4898,79.07,69,0,3.44,clear sky,0,0
295,Chuy,UY,2021-06-22 03:37:39,-33.6971,-53.4616,54.21,89,100,2.8,overcast clouds,0,0
296,Bilibino,RU,2021-06-22 03:40:48,68.0546,166.4372,65.66,43,99,9.98,light rain,0,0
297,Sigli,ID,2021-06-22 03:40:48,5.3848,95.9609,86.14,57,100,2.15,overcast clouds,0,0
298,Dana Point,US,2021-06-22 03:40:48,33.467,-117.6981,78.84,83,9,1.01,clear sky,0,0
299,Katsuura,JP,2021-06-22 03:38:55,35.1333,140.3,80.64,74,88,11.52,overcast clouds,0,0
300,Ponta Delgada,PT,2021-06-22 03:36:44,37.7333,-25.6667,63.32,67,75,3.44,broken clouds,0,0
301,Sciacca,IT,2021-06-22 03:40:49,37.5082,13.0881,81.03,39,56,6.22,broken clouds,0,0
302,Saint-Augustin,CA,2021-06-22 03:40:49,51.226,-58.6502,51.44,97,100,5.26,overcast clouds,0,0
303,San Lucas,MX,2021-06-22 03:40:49,16.6,-92.7167,74.16,91,83,3.4,broken clouds,0,0
304,Chifeng,CN,2021-06-22 03:40:49,42.2683,118.9636,77.4,34,41,10.8,scattered clouds,0,0
305,Paraiso,CR,2021-06-22 03:40:50,9.8383,-83.8656,63.46,99,100,0.34,overcast clouds,0,0
306,Kasane,BW,2021-06-22 03:40:50,-17.8167,25.15,50.09,81,0,2.3,clear sky,0,0
307,Cadiz,ES,2021-06-22 03:40:50,36.5,-5.75,63.59,96,1,0.92,clear sky,0,0
308,Martinsville,US,2021-06-22 03:39:24,36.6915,-79.8725,79.21,92,1,4.61,clear sky,0,0
309,Puro,PH,2021-06-22 03:40:50,12.4841,123.3827,85.39,70,100,16.51,moderate rain,0,0
310,Caravelas,BR,2021-06-22 03:40:51,-17.7125,-39.2481,70.27,88,10,2.64,clear sky,0,0
311,Lemon Tree Passage,AU,2021-06-22 03:40:51,-32.7327,152.036,64.11,81,51,1.99,broken clouds,0,0
312,Sao Filipe,CV,2021-06-22 03:38:45,14.8961,-24.4956,71.35,82,16,8.57,few clouds,0,0
313,Tezu,IN,2021-06-22 03:40:51,27.9167,96.1667,80.87,94,96,2.01,overcast clouds,0,0
314,Norilsk,RU,2021-06-22 03:40:52,69.3535,88.2027,38.97,92,100,11.34,light rain,0,0
315,Bathsheba,BB,2021-06-22 03:38:43,13.2167,-59.5167,81.21,65,20,17.27,few clouds,0,0
316,Kushima,JP,2021-06-22 03:40:52,31.4583,131.2333,83.71,62,74,8.23,broken clouds,0,0
317,San Francisco,US,2021-06-22 03:38:29,37.7749,-122.4194,67.14,84,20,3.0,few clouds,0,0
318,Salalah,OM,2021-06-22 03:40:52,17.0151,54.0924,80.69,89,90,5.75,overcast clouds,0,0
319,Rosarito,MX,2021-06-22 03:40:53,32.3333,-117.0333,69.82,79,28,9.15,scattered clouds,0,0
320,Minab,IR,2021-06-22 03:40:53,27.1467,57.0801,85.5,20,0,3.24,clear sky,0,0
321,Boyolangu,ID,2021-06-22 03:40:53,-8.1181,111.8935,82.9,72,74,5.86,broken clouds,0,0
322,Edd,ER,2021-06-22 03:40:53,13.9297,41.6925,88.41,56,23,3.76,few clouds,0,0
323,Sarangani,PH,2021-06-22 03:39:29,5.4033,125.4636,83.93,73,60,8.43,broken clouds,0,0
324,Yulara,AU,2021-06-22 03:39:14,-25.2406,130.9889,55.24,82,90,9.22,overcast clouds,0,0
325,Sonepur,IN,2021-06-22 03:40:54,20.8333,83.9167,94.35,38,88,5.79,overcast clouds,0,0
326,Lorengau,PG,2021-06-22 03:38:10,-2.0226,147.2712,85.14,69,36,12.57,scattered clouds,0,0
327,Seminole,US,2021-06-22 03:40:54,28.7086,-81.2081,75.42,91,40,4.61,scattered clouds,0,0
328,Burns Lake,CA,2021-06-22 03:39:03,54.2331,-125.7533,71.02,53,78,5.41,broken clouds,0,0
329,Kruisfontein,ZA,2021-06-22 03:37:35,-34.0033,24.7314,67.51,30,4,19.13,clear sky,0,0
330,Dobryanka,RU,2021-06-22 03:40:55,58.4619,56.4165,71.46,59,47,7.45,scattered clouds,0,0
331,Kaduqli,SD,2021-06-22 03:40:55,11.0167,29.7167,76.42,70,43,3.04,scattered clouds,0,0
332,Tautira,PF,2021-06-22 03:39:13,-17.7333,-149.15,82.0,77,24,7.56,few clouds,0,0
333,Paamiut,GL,2021-06-22 03:40:55,61.994,-49.6678,43.2,76,32,2.98,scattered clouds,0,0
334,San Clemente,US,2021-06-22 03:40:55,33.427,-117.612,78.3,83,14,1.01,few clouds,0,0
335,Ancud,CL,2021-06-22 03:37:45,-41.8697,-73.8203,47.23,91,100,4.34,overcast clouds,0,0
336,Nome,US,2021-06-22 03:39:00,64.5011,-165.4064,67.15,55,1,8.05,clear sky,0,0
337,Balikpapan,ID,2021-06-22 03:40:56,-1.2675,116.8289,81.59,78,20,2.3,few clouds,0,0
338,Moshenskoye,RU,2021-06-22 03:40:56,58.5102,34.5911,72.82,71,39,4.68,scattered clouds,0,0
339,Sitka,US,2021-06-22 03:33:10,57.0531,-135.33,53.49,76,90,6.91,light rain,0,0
340,Borgarnes,IS,2021-06-22 03:40:57,64.5383,-21.9206,46.45,96,88,15.35,overcast clouds,0,0
341,Deputatskiy,RU,2021-06-22 03:37:27,69.3,139.9,68.61,29,2,18.21,clear sky,0,0
342,Aklavik,CA,2021-06-22 03:37:33,68.2191,-135.0107,49.03,57,97,19.98,overcast clouds,0,0
343,Podgornoye,RU,2021-06-22 03:40:57,51.735,39.1496,71.82,56,0,4.47,clear sky,0,0
344,Hofn,IS,2021-06-22 03:39:03,64.2539,-15.2082,47.05,99,100,3.06,overcast clouds,0,0
345,Sao Joao Da Barra,BR,2021-06-22 03:40:57,-21.6403,-41.0511,64.45,89,55,9.26,broken clouds,0,0
346,Berestechko,UA,2021-06-22 03:40:58,50.3605,25.1107,71.01,91,0,6.71,clear sky,0,0
347,Kawalu,ID,2021-06-22 03:40:58,-7.3817,108.2082,83.73,62,83,4.21,broken clouds,0,0
348,Maxixe,MZ,2021-06-22 03:40:58,-23.8597,35.3472,64.22,100,40,4.61,light rain,0,0
349,Umtata,ZA,2021-06-22 03:40:58,-31.5889,28.7844,45.16,61,0,2.3,clear sky,0,0
350,Lerwick,GB,2021-06-22 03:40:59,60.1545,-1.1494,48.2,81,1,7.63,clear sky,0,0
351,Angoche,MZ,2021-06-22 03:40:59,-16.2325,39.9086,66.88,93,50,6.22,light rain,0,0
352,Sukumo,JP,2021-06-22 03:40:59,32.9333,132.7333,78.08,72,62,4.56,broken clouds,0,0
353,Hobyo,SO,2021-06-22 03:39:05,5.3505,48.5268,77.25,81,40,21.61,scattered clouds,0,0
354,Westport,US,2021-06-22 03:38:37,41.1415,-73.3579,77.27,90,75,3.0,broken clouds,0,0
355,Taltal,CL,2021-06-22 03:38:53,-25.4,-70.4833,58.77,72,71,1.52,broken clouds,0,0
356,Khvatovka,RU,2021-06-22 03:41:00,52.3524,46.5628,75.81,64,0,4.23,clear sky,0,0
357,Port Hardy,CA,2021-06-22 03:41:00,50.6996,-127.4199,62.78,77,20,11.5,few clouds,0,0
358,Omboue,GA,2021-06-22 03:39:15,-1.5746,9.2618,74.55,89,98,7.7,overcast clouds,0,0
359,Shingu,JP,2021-06-22 03:38:39,33.7333,135.9833,76.19,70,55,5.88,broken clouds,0,0
360,Uyemskiy,RU,2021-06-22 03:41:01,64.4743,40.8524,73.45,73,40,4.47,scattered clouds,0,0
361,Northam,GB,2021-06-22 03:38:32,51.0333,-4.2167,55.38,77,97,12.24,overcast clouds,0,0
362,Mundwa,IN,2021-06-22 03:41:01,27.0667,73.8167,93.36,41,22,13.2,few clouds,0,0
363,Chibuto,MZ,2021-06-22 03:41:01,-24.6867,33.5306,57.87,92,0,1.3,clear sky,0,0
364,Chodavaram,IN,2021-06-22 03:41:01,17.8333,82.95,87.64,38,100,5.55,overcast clouds,0,0
365,Naze,JP,2021-06-22 03:37:40,28.3667,129.4833,76.12,76,100,17.72,overcast clouds,0,0
366,Chicama,PE,2021-06-22 03:41:02,-7.8447,-79.1469,65.32,85,82,3.87,broken clouds,0,0
367,Robertsport,LR,2021-06-22 03:41:02,6.7533,-11.3686,77.16,85,100,7.61,moderate rain,0,0
368,Foumban,CM,2021-06-22 03:41:03,5.7291,10.9001,59.94,97,100,1.83,overcast clouds,0,0
369,Izhma,RU,2021-06-22 03:41:03,65.0083,53.9113,54.23,75,100,3.53,overcast clouds,0,0
370,Oranjestad,AW,2021-06-22 03:36:57,12.524,-70.027,82.35,78,20,18.41,few clouds,0,0
371,Marzuq,YE,2021-06-22 03:41:03,14.4,46.4667,77.04,54,71,6.53,broken clouds,0,0
372,Santo Antonio Do Ica,BR,2021-06-22 03:41:04,-3.1022,-67.9397,71.35,99,30,0.92,scattered clouds,0,0
373,Liverpool,GB,2021-06-22 03:40:52,53.4106,-2.9779,47.82,75,49,2.1,scattered clouds,0,0
374,Shenjiamen,CN,2021-06-22 03:39:20,29.9576,122.298,76.24,77,98,6.46,light rain,0,0
375,Isangel,VU,2021-06-22 03:34:08,-19.55,169.2667,77.11,73,75,5.75,broken clouds,0,0
376,Roma,US,2021-06-22 03:41:04,43.2128,-75.4557,71.46,92,75,8.05,broken clouds,0,0
377,Riyadh,SA,2021-06-22 03:37:53,24.6877,46.7219,80.65,17,0,5.75,clear sky,0,0
378,Porto Novo,BJ,2021-06-22 03:41:04,6.4965,2.6036,75.02,97,100,5.06,moderate rain,0,0
379,Townsville,AU,2021-06-22 03:41:05,-19.25,146.8,76.08,61,40,17.27,scattered clouds,0,0
380,Ulaanbaatar,MN,2021-06-22 03:41:05,47.9077,106.8832,60.93,67,40,22.37,scattered clouds,0,0
381,Fortuna,US,2021-06-22 03:41:05,40.5982,-124.1573,57.92,71,90,3.0,overcast clouds,0,0
382,Itoman,JP,2021-06-22 03:41:05,26.1247,127.6694,80.98,86,75,17.27,broken clouds,0,0
383,Anuchino,RU,2021-06-22 03:41:06,43.9622,133.0544,74.12,40,24,5.64,few clouds,0,0
384,Ankazobe,MG,2021-06-22 03:41:06,-18.3167,47.1167,52.21,93,9,4.56,clear sky,0,0
385,Loknya,RU,2021-06-22 03:41:06,56.83,30.1467,70.48,82,84,6.62,light rain,0,0
386,Mahibadhoo,MV,2021-06-22 03:41:07,3.7833,72.9667,83.25,73,68,14.83,broken clouds,0,0
387,Sinnamary,GF,2021-06-22 03:37:39,5.3833,-52.95,76.33,89,100,6.64,overcast clouds,0,0
388,Miles City,US,2021-06-22 03:41:07,46.4083,-105.8406,74.37,20,1,8.05,clear sky,0,0
389,Bonfim,BR,2021-06-22 03:41:07,3.0833,-59.95,73.8,90,16,4.09,few clouds,0,0
390,Nuuk,GL,2021-06-22 03:38:32,64.1835,-51.7216,54.21,47,72,3.44,broken clouds,0,0
391,Smidovich,RU,2021-06-22 03:41:08,48.6,133.8167,77.83,47,11,10.58,few clouds,0,0
392,Isabela,PH,2021-06-22 03:41:08,6.7085,121.9711,86.05,66,100,2.93,overcast clouds,0,0
393,San Patricio,US,2021-06-22 03:37:35,28.017,-97.5169,86.09,86,25,9.73,scattered clouds,0,0
394,Yeppoon,AU,2021-06-22 03:41:08,-23.1333,150.7333,73.18,73,20,15.75,few clouds,0,0
395,Petropavlovsk-Kamchatskiy,RU,2021-06-22 03:39:28,53.0452,158.6483,64.99,42,75,6.71,broken clouds,0,0
396,Akcakoca,TR,2021-06-22 03:41:09,41.0866,31.1162,65.89,86,81,3.09,broken clouds,0,0
397,Guerrero Negro,MX,2021-06-22 03:37:31,27.9769,-114.0611,65.34,86,9,14.7,clear sky,0,0
398,Rantepao,ID,2021-06-22 03:41:09,-2.9701,119.8978,83.01,59,65,2.37,broken clouds,0,0
399,Bengkulu,ID,2021-06-22 03:37:09,-3.8004,102.2655,83.59,64,100,4.68,overcast clouds,0,0
400,Yar-Sale,RU,2021-06-22 03:38:18,66.8333,70.8333,50.59,47,83,13.02,broken clouds,0,0
401,Sainte-Maxime,FR,2021-06-22 03:41:09,43.3,6.6333,69.96,94,1,4.29,clear sky,0,0
402,Ostrovnoy,RU,2021-06-22 03:37:46,68.0531,39.5131,55.18,86,83,14.14,broken clouds,0,0
403,Gamba,GA,2021-06-22 03:41:10,-2.65,10.0,74.08,85,100,6.82,overcast clouds,0,0
404,Vao,NC,2021-06-22 03:38:24,-22.6667,167.4833,69.8,65,87,11.45,overcast clouds,0,0
405,Progreso,MX,2021-06-22 03:41:10,21.2833,-89.6667,84.31,75,100,14.05,overcast clouds,0,0
406,Pacific Grove,US,2021-06-22 03:34:33,36.6177,-121.9166,64.62,82,3,3.0,clear sky,0,0
407,Nioro,GM,2021-06-22 03:41:10,13.35,-15.75,80.04,69,100,5.77,overcast clouds,0,0
408,Cervo,ES,2021-06-22 03:41:11,43.6702,-7.4101,59.2,92,99,14.16,overcast clouds,0,0
409,Ouadda,CF,2021-06-22 03:41:11,8.0777,22.4007,65.84,85,61,4.61,broken clouds,0,0
410,Shurugwi,ZW,2021-06-22 03:41:11,-19.6702,30.0059,45.88,86,99,3.36,overcast clouds,0,0
411,Gemena,CD,2021-06-22 03:41:11,3.25,19.7667,68.49,99,100,1.81,light rain,0,0
412,Nandigama,IN,2021-06-22 03:41:12,16.7833,80.3,87.6,39,98,14.74,overcast clouds,0,0
413,Tocopilla,CL,2021-06-22 03:41:12,-22.092,-70.1979,61.54,75,100,2.84,overcast clouds,0,0
414,Dukat,RU,2021-06-22 03:41:12,62.55,155.55,58.12,41,100,11.34,overcast clouds,0,0
415,College,US,2021-06-22 03:39:22,64.8569,-147.8028,69.75,79,75,8.05,broken clouds,0,0
416,Nishihara,JP,2021-06-22 03:41:12,26.1842,127.7558,80.26,89,90,14.97,drizzle,0,0
417,Paracuru,BR,2021-06-22 03:41:13,-3.41,-39.0306,80.62,84,38,9.04,scattered clouds,0,0
418,Shetpe,KZ,2021-06-22 03:41:13,44.1667,52.1167,90.41,22,5,9.01,clear sky,0,0
419,Gao,ML,2021-06-22 03:38:45,16.6362,1.637,81.28,44,47,5.3,scattered clouds,0,0
420,San Luis,AR,2021-06-22 03:41:13,-33.295,-66.3356,44.42,70,38,1.99,scattered clouds,0,0
421,Sarankhola,BD,2021-06-22 03:41:14,22.3082,89.7897,83.08,81,87,5.64,overcast clouds,0,0
422,Palmer,US,2021-06-22 03:39:28,42.1584,-72.3287,76.28,78,75,4.0,broken clouds,0,0
423,Naifaru,MV,2021-06-22 03:41:14,5.4444,73.3657,82.38,77,44,14.85,scattered clouds,0,0
424,Linqiong,CN,2021-06-22 03:41:14,30.4159,103.4609,87.62,72,100,1.28,overcast clouds,0,0
425,Hong Gai,VN,2021-06-22 03:41:15,20.956,107.0946,91.31,63,100,6.49,overcast clouds,0,0
426,Mundo Nuevo,MX,2021-06-22 03:41:15,18.7,-95.5,82.35,68,83,7.27,broken clouds,0,0
427,Portland,US,2021-06-22 03:35:11,45.5234,-122.6762,89.58,45,20,5.75,few clouds,0,0
428,Korla,CN,2021-06-22 03:41:15,41.7597,86.1469,82.33,24,100,7.45,overcast clouds,0,0
429,Sao Gabriel Da Cachoeira,BR,2021-06-22 03:41:15,-0.1303,-67.0892,70.45,99,31,1.45,scattered clouds,0,0
430,Russell,US,2021-06-22 03:41:16,32.3502,-85.1999,74.91,86,90,0.0,haze,0,0
431,Bahia Blanca,AR,2021-06-22 03:41:16,-38.7196,-62.2724,48.56,80,21,12.55,few clouds,0,0
432,Snyder,US,2021-06-22 03:41:16,32.7179,-100.9176,69.53,68,90,14.97,overcast clouds,0,0
433,Takoradi,GH,2021-06-22 03:39:04,4.8845,-1.7554,77.25,82,100,6.98,overcast clouds,0,0
434,Dallas,US,2021-06-22 03:38:35,32.7668,-96.7836,74.8,84,90,3.0,overcast clouds,0,0
435,Saint-Pierre,RE,2021-06-22 03:38:14,-21.3393,55.4781,65.88,74,75,8.05,light rain,0,0
436,Terney,RU,2021-06-22 03:38:51,45.0503,136.6092,66.49,51,3,5.03,clear sky,0,0
437,Manzhouli,CN,2021-06-22 03:41:17,49.6,117.4333,75.27,40,64,7.02,broken clouds,0,0
438,Yaan,NG,2021-06-22 03:41:17,7.3833,8.5667,70.11,97,97,5.01,overcast clouds,0,0
439,Itapetinga,BR,2021-06-22 03:41:17,-15.2489,-40.2478,64.26,95,0,1.92,clear sky,0,0
440,Bubaque,GW,2021-06-22 03:38:04,11.2833,-15.8333,79.05,77,100,4.14,overcast clouds,0,0
441,Coxim,BR,2021-06-22 03:41:18,-18.5067,-54.76,71.6,60,56,2.19,broken clouds,0,0
442,Nautla,MX,2021-06-22 03:41:18,20.2167,-96.7833,82.38,87,100,11.65,overcast clouds,0,0
443,Serebryansk,KZ,2021-06-22 03:41:18,49.6925,83.2892,54.95,86,90,6.02,overcast clouds,0,0
444,Deniliquin,AU,2021-06-22 03:41:19,-35.5333,144.9667,57.0,56,100,10.69,overcast clouds,0,0
445,San Antonio,US,2021-06-22 03:39:48,29.4241,-98.4936,86.45,78,1,8.05,clear sky,0,0
446,Villacarrillo,ES,2021-06-22 03:41:19,38.1156,-3.0848,54.79,65,1,1.19,clear sky,0,0
447,Lata,PT,2021-06-22 03:37:51,40.1629,-8.3327,59.81,96,79,2.62,broken clouds,0,0
448,Ganzhou,CN,2021-06-22 03:41:19,28.8184,115.4327,84.24,60,100,5.61,overcast clouds,0,0
449,Pundaguitan,PH,2021-06-22 03:38:40,6.3711,126.1689,84.2,69,50,3.02,scattered clouds,0,0
450,Seoul,KR,2021-06-22 03:37:28,37.5683,126.9778,81.97,49,75,2.3,broken clouds,0,0
451,Mujiayingzi,CN,2021-06-22 03:41:20,42.1167,118.7833,76.39,36,18,9.17,few clouds,0,0
452,Padang,ID,2021-06-22 03:37:50,-0.9492,100.3543,83.93,67,98,6.64,overcast clouds,0,0
453,Murygino,RU,2021-06-22 03:41:20,58.7383,49.4582,77.97,57,66,3.04,broken clouds,0,0
454,Emerald,AU,2021-06-22 03:41:20,-23.5333,148.1667,73.54,35,75,18.41,broken clouds,0,0
455,Havre-Saint-Pierre,CA,2021-06-22 03:41:20,50.2334,-63.5986,61.16,88,90,10.36,mist,0,0
