city_id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
448,Waitati,-45.75,170.5667,48.79,56,61,9.35,NZ,6/22/21 2:47
449,Bilma,18.6853,12.9164,86.02,10,23,5.35,NE,6/22/21 2:47
450,Itarema,-2.9248,-39.9167,76.84,80,20,11.74,BR,6/22/21 2:47
451,Tura,25.5198,90.2201,79.57,88,44,6.29,IN,6/22/21 2:47
452,Bilibino,68.0546,166.4372,68.4,37,99,12.66,RU,6/22/21 2:47
453,Sibolga,1.7427,98.7792,73.53,95,100,1.21,ID,6/22/21 2:47
454,Thaba-Tseka,-29.522,28.6084,32.95,60,8,4.68,LS,6/22/21 2:47
455,Akureyri,65.6835,-18.0878,49.93,66,75,16.11,IS,6/22/21 2:47
456,Mundo Nuevo,18.7,-95.5,82.35,69,78,7.78,MX,6/22/21 2:47
457,Sheltozero,61.3667,35.3667,68.67,74,5,8.75,RU,6/22/21 2:47
458,Ambilobe,-13.2,49.05,65.71,78,53,5.35,MG,6/22/21 2:47
459,Podyuga,61.095,40.8647,73.36,63,44,3.83,RU,6/22/21 2:47
460,Russellville,35.2784,-93.1338,69.84,89,1,0,US,6/22/21 2:42
461,Akdepe,42.0551,59.3788,78.8,15,0,16.55,TM,6/22/21 2:47
462,Chokurdakh,70.6333,147.9167,74.98,25,1,12.17,RU,6/22/21 2:47
463,Labuhan,-6.8844,112.2051,82.71,70,100,6.02,ID,6/22/21 2:47
464,Hamilton,39.1834,-84.5333,67.12,91,90,6.91,US,6/22/21 2:46
465,Herouville-Saint-Clair,49.2109,-0.3065,59.56,100,90,11.5,FR,6/22/21 2:47
466,Petropavlovsk-Kamchatskiy,53.0452,158.6483,64.99,42,75,8.95,RU,6/22/21 2:42
467,Kyakhta,50.3508,106.4494,69.89,59,68,10.29,RU,6/22/21 2:47
468,Hauterive,46.0901,3.4459,59.76,95,88,2.51,FR,6/22/21 2:47
469,Lalibela,12.0333,39.0333,59.49,47,53,3.18,ET,6/22/21 2:47
470,Keti Bandar,24.1447,67.4497,83.7,72,100,12.57,PK,6/22/21 2:47
471,Grand-Santi,4.25,-54.3833,71.33,99,100,2.44,GF,6/22/21 2:47
472,Mount Pleasant,32.7941,-79.8626,84.2,75,1,7,US,6/22/21 2:42
473,Flin Flon,54.7682,-101.865,51.17,56,47,5.41,CA,6/22/21 2:46
474,Uige,-7.6087,15.0613,59.2,86,87,2.8,AO,6/22/21 2:47
475,Zhanaozen,43.3,52.8,86.2,15,0,4.88,KZ,6/22/21 2:47
476,Mbarara,-0.608,30.65,60.24,79,33,2.28,UG,6/22/21 2:47
477,Sinegorskiy,48.0139,40.8447,67.87,56,1,8.3,RU,6/22/21 2:47
478,Mafeteng,-29.823,27.2374,38.77,54,1,4.68,LS,6/22/21 2:47
479,Kargasok,59.0556,80.8572,54.3,57,100,9.37,RU,6/22/21 2:47
480,Abilene,32.4487,-99.7331,70.5,73,75,1.99,US,6/22/21 2:47
481,Marovoay,-16.1,46.6333,66.34,61,2,9.8,MG,6/22/21 2:47
482,Northam,51.0333,-4.2167,55.62,78,99,13.02,GB,6/22/21 2:47
483,Batemans Bay,-35.7167,150.1833,65.1,51,17,5.66,AU,6/22/21 2:47
484,Port Blair,11.6667,92.75,85.26,72,87,17.36,IN,6/22/21 2:47
485,Bantogon,6.5333,124.0333,82.9,66,90,4.68,PH,6/22/21 2:47
486,Lodja,-3.4833,23.4333,70.9,53,99,1.88,CD,6/22/21 2:47
487,Ajdabiya,30.7554,20.2263,78.37,38,0,6.15,LY,6/22/21 2:47
488,Arawa,-6.2132,155.5367,87.31,64,8,5.14,PG,6/22/21 2:47
489,San Andres,12.5847,-81.7006,82.42,78,90,6.91,CO,6/22/21 2:47
490,Nordby,55.446,8.3979,55.42,84,75,5.99,DK,6/22/21 2:47
491,Port Lincoln,-34.7333,135.8667,56.88,57,100,24.38,AU,6/22/21 2:47
492,Samana,19.2056,-69.3369,78.15,89,96,8.23,DO,6/22/21 2:47
493,Ixtapa,20.7,-105.2,81.23,81,100,3,MX,6/22/21 2:47
494,Nemuro,43.3236,145.575,72.03,76,1,6.17,JP,6/22/21 2:47
495,Zlitan,32.4674,14.5687,82.63,34,4,14.16,LY,6/22/21 2:47
496,Pangnirtung,66.1451,-65.7125,44.33,68,42,5.48,CA,6/22/21 2:47
497,Almaznyy,48.0448,40.045,66.34,60,7,9.17,RU,6/22/21 2:47
498,Anyang,36.0994,114.3289,91.4,25,8,9.66,CN,6/22/21 2:47
499,Skibbereen,51.55,-9.2667,48,85,82,7.94,IE,6/22/21 2:47
500,Ulaangom,49.9811,92.0667,66.09,33,76,6.78,MN,6/22/21 2:47
501,Cam Ranh,11.9214,109.1591,91.36,49,0,4.61,VN,6/22/21 2:47
502,Ipameri,-17.7219,-48.1597,64.58,53,2,2.71,BR,6/22/21 2:47
503,Mirnyy,62.5353,113.9611,82.89,30,51,5.79,RU,6/22/21 2:47
504,Litovko,49.2361,135.1742,78.19,44,59,8.68,RU,6/22/21 2:47
505,Bell Ville,-32.6259,-62.6887,44.67,93,0,7.16,AR,6/22/21 2:47
506,Oltu,40.5498,42.0013,67.35,52,0,3.83,TR,6/22/21 2:47
507,Santa Isabel,-23.3156,-46.2214,62.65,96,99,1.05,BR,6/22/21 2:47
508,Tondano,1.3038,124.9112,82.49,65,60,1.16,ID,6/22/21 2:47
509,Taber,49.8167,-112.1518,80.71,34,100,2.3,CA,6/22/21 2:47
510,Dunning,56.312,-3.5861,46.22,86,3,1.66,GB,6/22/21 2:47
511,Khandagayty,50.7333,92.05,64.08,34,45,7.18,RU,6/22/21 2:47
512,Nelspruit,-25.4745,30.9703,53.89,76,0,5.75,ZA,6/22/21 2:47
513,Waipawa,-41.4122,175.5153,49.46,84,94,14.74,NZ,6/22/21 2:47
514,Mobaye,4.319,21.1786,69.84,97,100,4.34,CF,6/22/21 2:47
515,Bara,10.3744,10.7288,74.59,85,100,5.73,NG,6/22/21 2:47
516,Mareeba,-17,145.4333,77.43,60,2,8.28,AU,6/22/21 2:47
517,Krasnoselkup,65.7,82.4667,48.96,50,99,20.13,RU,6/22/21 2:47
518,Denison,33.7557,-96.5367,70.72,86,90,1.99,US,6/22/21 2:45
519,Makubetsu,45.3714,141.8211,58.71,77,75,9.22,JP,6/22/21 2:47
520,Ballina,-28.8667,153.5667,68.18,69,48,14.97,AU,6/22/21 2:47
521,Mapiri,-15.25,-68.1667,68.04,89,89,1.03,BO,6/22/21 2:47
522,Kilimatinde,-5.85,34.95,57.72,81,44,1.95,TZ,6/22/21 2:47
523,Shunyi,40.125,116.6453,89.83,35,0,4.47,CN,6/22/21 2:47
524,Antalaha,-14.9003,50.2788,67.96,83,93,10,MG,6/22/21 2:47
525,Larap,14.299,122.6504,91.65,52,96,7.92,PH,6/22/21 2:47
526,Winsum,53.33,6.5208,53.22,90,63,9.93,NL,6/22/21 2:47
527,Urengoy,65.9667,78.3667,51.78,46,37,14.72,RU,6/22/21 2:47
528,Guanare,9.0418,-69.7421,75.22,100,38,2.3,VE,6/22/21 2:47
529,Luyang,27.6239,110.0989,83.7,52,75,2.04,CN,6/22/21 2:47
530,Fredericton,45.9454,-66.6656,65.44,94,90,3,CA,6/22/21 2:44
531,Buraydah,26.326,43.975,82.85,12,0,6.67,SA,6/22/21 2:47
532,Padang,-0.9492,100.3543,80.65,70,98,5.01,ID,6/22/21 2:47
533,Zharkent,44.1628,80,64.18,67,100,17.27,KZ,6/22/21 2:47
534,Seymchan,62.8833,152.4333,60.91,53,98,10.22,RU,6/22/21 2:47
535,Egvekinot,66.3167,-179.1667,52.95,44,96,13.04,RU,6/22/21 2:47
536,Wichita Falls,33.9137,-98.4934,69.06,66,90,8.05,US,6/22/21 2:46
537,Rosetta,31.4044,30.4164,73.22,72,0,3.49,EG,6/22/21 2:47
538,Kabinda,-6.1333,24.4833,64.27,52,44,4.36,CD,6/22/21 2:47
539,General Roca,-39.0333,-67.5833,43.2,52,94,5.12,AR,6/22/21 2:47
540,Nome,64.5011,-165.4064,68.16,72,1,4.61,US,6/22/21 2:47
541,Blyth,55.1271,-1.5086,46.47,92,20,2.3,GB,6/22/21 2:47
542,Kvitok,56.0724,98.4813,62.85,45,96,4.65,RU,6/22/21 2:47
543,Roseburg,43.2165,-123.3417,91.89,31,1,11.5,US,6/22/21 2:46
544,Chickasha,35.0526,-97.9364,70.29,82,1,3.44,US,6/22/21 2:47
545,Timmins,48.4669,-81.3331,39.02,100,75,3.44,CA,6/22/21 2:47
546,Kachug,53.9606,105.8817,66.34,79,97,2.86,RU,6/22/21 2:47
547,Hay River,60.8156,-115.7999,58.98,55,75,8.05,CA,6/22/21 2:45
548,Prince George,53.9166,-122.753,81.84,28,1,12.66,CA,6/22/21 2:45
549,Antakya,36.2066,36.1572,71.42,85,22,4.7,TR,6/22/21 2:47
550,Ostrovnoy,68.0531,39.5131,52.81,88,77,14.56,RU,6/22/21 2:47
551,Romny,50.751,33.4747,63.21,81,1,8.03,UA,6/22/21 2:47
552,Lao Cai,22.4833,103.95,92.46,57,100,2.01,VN,6/22/21 2:47
553,Shitanjing,39.2342,106.3439,81.97,20,97,8.34,CN,6/22/21 2:47
554,Ponta Delgada,37.7333,-25.6667,63.32,67,75,6.91,PT,6/22/21 2:47
555,Maraa,-1.8333,-65.3667,72.7,95,44,1.63,BR,6/22/21 2:47
556,Shizunai,42.3339,142.3669,61.52,78,9,8.19,JP,6/22/21 2:47
557,Kizner,56.2749,51.508,74.08,70,24,5.28,RU,6/22/21 2:47
558,Velika Plana,44.3339,21.0768,65.46,88,66,6.67,RS,6/22/21 2:47
559,Lively,46.4334,-81.1498,50.81,81,76,7.83,CA,6/22/21 2:47
560,Matamoros,25.5333,-103.25,98.71,22,40,5.75,MX,6/22/21 2:47
561,Tulum,20.2167,-87.4667,82.98,89,44,8.88,MX,6/22/21 2:47
562,Stillwater,36.1156,-97.0584,71.87,74,1,4.61,US,6/22/21 2:47
563,Aksay,47.26,39.87,68.22,52,36,9.01,RU,6/22/21 2:47
564,Ilheus,-14.7889,-39.0494,70.9,93,27,2.93,BR,6/22/21 2:47
565,Kourou,5.1552,-52.6478,79.11,90,100,5.46,GF,6/22/21 2:47
566,Vincennes,48.85,2.4333,62.55,92,90,6.91,FR,6/22/21 2:47
567,Yilan,24.757,121.753,89.06,86,100,3.98,TW,6/22/21 2:47
568,Acapulco,16.8634,-99.8901,84.02,79,75,4.61,MX,6/22/21 2:43
569,Irtyshskiy,58.3333,68.1333,57.81,56,78,2.68,RU,6/22/21 2:47
570,Maniitsoq,65.4167,-52.9,45.5,63,60,9.64,GL,6/22/21 2:47
571,Port Hawkesbury,45.6169,-61.3485,68.92,82,1,6.91,CA,6/22/21 2:47
572,Matara,5.9485,80.5353,82.49,76,46,12.82,LK,6/22/21 2:47
573,Acarau,-2.8856,-40.12,76.84,80,13,12.12,BR,6/22/21 2:47
574,Sibiti,-3.6819,13.3499,64.87,99,100,2.42,CG,6/22/21 2:47
575,Ende,-8.8432,121.6623,85.55,63,100,2.8,ID,6/22/21 2:47
576,Guarapari,-20.6667,-40.4975,71.49,78,86,10.4,BR,6/22/21 2:47
577,Amnat Charoen,15.9167,104.75,88.7,58,98,10.13,TH,6/22/21 2:47
578,Gillette,44.2911,-105.5022,74.32,27,1,6.91,US,6/22/21 2:47
579,Mayumba,-3.432,10.6554,73.47,87,98,6.98,GA,6/22/21 2:47
580,Lixourion,38.2019,20.4314,77.63,62,37,3.42,GR,6/22/21 2:47
581,Saint-Francois,46.4154,3.9054,59.47,96,62,3.44,FR,6/22/21 2:47
582,Laguna,38.421,-121.4238,89.44,46,1,5.01,US,6/22/21 2:47
583,Kalispell,48.1958,-114.3129,78.84,41,1,4.61,US,6/22/21 2:43
584,Gat,31.61,34.7642,74.39,77,0,3.13,IL,6/22/21 2:47
585,Yanam,16.7333,82.2167,88.2,69,100,5.14,IN,6/22/21 2:47
586,Charagua,-19.8,-63.2167,56.91,72,100,3.36,BO,6/22/21 2:47
587,Khandyga,62.6667,135.6,83.5,28,13,7.76,RU,6/22/21 2:47
588,Narsaq,60.9167,-46.05,46.62,69,100,1.86,GL,6/22/21 2:46
589,Boende,-0.2167,20.8667,70.72,95,100,1.25,CD,6/22/21 2:47
590,Pochutla,15.7432,-96.4661,79.83,86,99,1.12,MX,6/22/21 2:47
591,Luwuk,-0.9516,122.7875,85.66,68,74,3.22,ID,6/22/21 2:47
592,Mucurapo,10.6667,-61.5333,79.12,75,78,8.21,TT,6/22/21 2:47
593,Termoli,41.9888,14.9895,75.27,55,29,3,IT,6/22/21 2:47
594,Yerbogachen,61.2767,108.0108,76.66,47,6,6.42,RU,6/22/21 2:47
595,Puerto Maldonado,-12.6,-69.1833,74.43,70,79,1.59,PE,6/22/21 2:47
596,Wairoa,-39.0333,177.3667,53.6,77,100,11.99,NZ,6/22/21 2:47
597,San Patricio,28.017,-97.5169,85.98,84,34,11.95,US,6/22/21 2:47
598,Nova Olinda Do Norte,-3.8881,-59.0942,75.09,88,60,1.68,BR,6/22/21 2:47
599,Kontagora,10.3999,5.4695,71.71,96,84,2.53,NG,6/22/21 2:47
600,Salinas,36.6777,-121.6555,69.62,71,1,5.44,US,6/22/21 2:47
601,Yelan,50.949,43.7378,71.08,78,15,7.96,RU,6/22/21 2:47
602,Samarai,-10.6167,150.6667,79.41,85,62,15.08,PG,6/22/21 2:47
603,Pekan,3.4836,103.3996,84.31,62,100,6.29,MY,6/22/21 2:47
604,Zhuanghe,39.7008,122.9911,76.64,50,48,4.27,CN,6/22/21 2:47
605,Miquelon,47.0975,-56.3814,52.36,94,97,7.02,PM,6/22/21 2:47
606,Elliot Lake,46.3834,-82.6331,48.29,86,15,2.48,CA,6/22/21 2:47
607,Innisfail,-17.5333,146.0333,76.87,68,99,7.65,AU,6/22/21 2:43
608,Jian,27.1172,114.9793,81.63,64,77,3.96,CN,6/22/21 2:47
609,Maunabo,18.0072,-65.8993,82.42,91,100,13.91,PR,6/22/21 2:47
610,Tazovskiy,67.4667,78.7,46.4,53,29,14.2,RU,6/22/21 2:47
611,Abu Dhabi,24.4667,54.3667,87.82,74,0,4.61,AE,6/22/21 2:47
612,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,70.66,99,30,0.76,BR,6/22/21 2:47
613,Chicama,-7.8447,-79.1469,65.46,85,76,5.35,PE,6/22/21 2:47
614,Kamennomostskoye,43.7372,43.0514,58.08,70,0,3.69,RU,6/22/21 2:47
615,Machilipatnam,16.1667,81.1333,86.2,48,100,13.69,IN,6/22/21 2:47
616,Ariquemes,-9.9133,-63.0408,73.74,81,55,1.83,BR,6/22/21 2:47
617,Tual,-5.6667,132.75,81.45,75,36,10.94,ID,6/22/21 2:47
618,Talara,-4.5772,-81.2719,67.41,88,39,10.98,PE,6/22/21 2:47
619,Betare Oya,5.6,14.0833,65.14,99,100,2.28,CM,6/22/21 2:47
620,Manta,-0.95,-80.7333,73.18,88,40,10.36,EC,6/22/21 2:47
621,Lata,40.1629,-8.3327,59.81,97,72,2.55,PT,6/22/21 2:47
622,Ishinomaki,38.4167,141.3,69.8,87,100,7.67,JP,6/22/21 2:47
623,Paamiut,61.994,-49.6678,41.95,84,15,2.93,GL,6/22/21 2:47
624,Chippewa Falls,44.9369,-91.3929,57.38,58,20,3.44,US,6/22/21 2:45
625,Colleferro,41.7262,13.0036,74.39,54,5,4.45,IT,6/22/21 2:47
626,Chegdomyn,51.1167,133.0167,81.45,37,44,6.08,RU,6/22/21 2:47
627,Macae,-22.3708,-41.7869,60.55,100,0,2.3,BR,6/22/21 2:47
628,Simdega,22.6167,84.5167,83.07,67,99,4.45,IN,6/22/21 2:47
629,Hoquiam,46.9809,-123.8893,80.42,58,1,16.11,US,6/22/21 2:47
630,Wloszczowa,50.8526,19.9659,70.66,92,75,1.95,PL,6/22/21 2:47
631,Saint Anthony,45.0205,-93.218,60.58,54,1,4.61,US,6/22/21 2:47
632,Glasgow,55.8652,-4.2576,46.45,86,8,1.14,GB,6/22/21 2:43
633,Ust-Tsilma,65.441,52.1498,53.67,80,87,3.69,RU,6/22/21 2:47
634,Matay,28.419,30.7792,77.95,46,0,8.21,EG,6/22/21 2:47
635,Igarka,67.4667,86.5833,40.8,83,100,17.81,RU,6/22/21 2:47
636,Porto Novo,6.4965,2.6036,75.02,97,100,4.81,BJ,6/22/21 2:43
637,Sirnak,37.5228,42.4594,69.76,21,0,5.7,TR,6/22/21 2:47
638,Ukhta,63.5671,53.6835,57.76,72,16,3.71,RU,6/22/21 2:47
639,Maymyo,22.0333,96.4667,76.37,76,99,4,MM,6/22/21 2:47
640,Matiri,-10.75,34.9,52.65,89,26,4.25,TZ,6/22/21 2:47
641,Tiarei,-17.5333,-149.3333,82.42,75,10,4.14,PF,6/22/21 2:47
642,Riosucio,5.4216,-75.7032,64.83,98,95,1.41,CO,6/22/21 2:47
643,Mae Sai,20.4335,99.8762,87.44,61,59,2.33,TH,6/22/21 2:47
644,Puerto Baquerizo Moreno,-0.9,-89.6,73.98,81,89,10.07,EC,6/22/21 2:47
645,San Diego De La Union,21.4667,-100.8667,65.89,72,100,6.91,MX,6/22/21 2:46
646,Havoysund,70.9963,24.6622,50.88,91,96,11.18,NO,6/22/21 2:47
647,Vestmannaeyjar,63.4427,-20.2734,48.25,94,100,12.44,IS,6/22/21 2:47
648,Mayo,38.8876,-76.5119,79.12,89,40,1.01,US,6/22/21 2:47
649,Adeje,28.1227,-16.726,67.93,70,75,3,ES,6/22/21 2:47
650,Taoudenni,22.6783,-3.9836,94.95,12,0,15.7,ML,6/22/21 2:47
651,Mwingi,-0.9344,38.0601,63.7,80,96,7.49,KE,6/22/21 2:47
652,Frederico Westphalen,-27.3592,-53.3944,59.63,98,100,0.83,BR,6/22/21 2:48
653,Douentza,14.9951,-2.9517,82.99,56,100,10.54,ML,6/22/21 2:48
654,Jiangyou,31.7667,104.7167,84.42,50,100,4.74,CN,6/22/21 2:48
655,Richards Bay,-28.783,32.0377,58.55,82,0,9.64,ZA,6/22/21 2:48
656,Padilla,3.2204,-76.3139,69.37,90,96,4.41,CO,6/22/21 2:48
657,Teya,60.3778,92.6267,52.99,80,71,5.19,RU,6/22/21 2:48
658,Natal,-5.795,-35.2094,75.42,88,20,5.75,BR,6/22/21 2:46
659,Barcelos,41.5388,-8.6151,59.29,95,7,4.79,PT,6/22/21 2:48
660,Sisimiut,66.9395,-53.6735,50.77,53,100,8.84,GL,6/22/21 2:48
661,Tashtyp,52.7939,89.8983,61.05,65,94,1.45,RU,6/22/21 2:48
662,Trelew,-43.249,-65.3051,48.72,64,76,10,AR,6/22/21 2:48
663,Leh,34.1667,77.5833,50.92,57,57,4.07,IN,6/22/21 2:48
664,Aquiraz,-3.9014,-38.3911,81.18,85,30,10.47,BR,6/22/21 2:48
665,Hudson Bay,52.85,-102.3842,52.72,80,50,5.57,CA,6/22/21 2:48
666,Arman,59.7,150.1667,54.66,62,100,7.02,RU,6/22/21 2:48
667,At-Bashi,41.1702,75.8106,58.46,43,0,5.03,KG,6/22/21 2:48
668,Sawakin,19.1059,37.3321,88,34,32,4.32,SD,6/22/21 2:48
669,Bardiyah,31.7561,25.0865,73.08,82,0,6.82,LY,6/22/21 2:48
670,Sabha,27.0377,14.4283,83.25,22,0,9.24,LY,6/22/21 2:48
671,Saint Paul,44.9444,-93.0933,61.05,51,1,9.22,US,6/22/21 2:47
672,Kamaishi,39.2667,141.8833,70.75,94,99,4.25,JP,6/22/21 2:48